Ch,AziCorr(deg),Dist(m),Rfl,Azi(deg),Ele(deg),t(us),x(m),y(m),z(m),,x_adj,y_adj
5,0,0,0,176.58,0,948897,0,0,0,,,
6,0,0,0,176.58,0,948897,0,0,0,,,
7,0,0,0,176.58,0,948897,0,0,0,,,
8,0,0,0,176.58,0,948897,0,0,0,,,
9,0,0,0,176.58,0,948897,0,0,0,,,
10,0,0,0,176.58,0,948897,0,0,0,,,
11,0,0,0,176.58,0,948897,0,0,0,,,
12,0,0,0,176.58,0,948897,0,0,0,,,
13,0,0,0,176.58,0,948897,0,0,0,,,
18,0,0,0,176.58,0,948897,0,0,0,,,
21,176.7,8.304,4,176.58,-5,948897,0.476,-8.259,-0.724,,,
22,176.71,7.72,49,176.58,-6,948897,0.442,-7.665,-0.807,,,
23,0,0,0,176.58,0,948897,0,0,0,,,
24,0,0,0,176.58,0,948897,0,0,0,,,
25,176.72,7.444,53,176.58,-9,948897,0.421,-7.34,-1.164,,,
26,176.73,7.44,57,176.58,-10,948897,0.419,-7.315,-1.292,,,
27,176.73,7.472,49,176.58,-11,948897,0.418,-7.323,-1.426,,,
28,176.74,7.412,58,176.58,-12,948897,0.414,-7.238,-1.541,,,
29,176.75,7.436,46,176.58,-13,948897,0.412,-7.234,-1.673,,,
30,176.75,7.468,41,176.58,-14,948897,0.411,-7.235,-1.807,,,
31,176.76,5.008,1,176.58,-15,948897,0.274,-4.83,-1.296,,,
32,176.76,4.236,8,176.58,-16,948897,0.23,-4.065,-1.168,,,
1,0,0,0,176.76,0,948897,0,0,0,,,
2,0,0,0,176.76,0,948897,0,0,0,,,
3,0,0,0,176.76,0,948897,0,0,0,,,
4,0,0,0,176.76,0,948897,0,0,0,,,
5,0,0,0,176.76,0,948897,0,0,0,,,
6,0,0,0,176.76,0,948897,0,0,0,,,
7,0,0,0,176.76,0,948897,0,0,0,,,
8,0,0,0,176.76,0,948897,0,0,0,,,
9,0,0,0,176.76,0,948897,0,0,0,,,
10,0,0,0,176.76,0,948897,0,0,0,,,
12,0,0,0,176.76,0,948897,0,0,0,,,
13,0,0,0,176.76,0,948897,0,0,0,,,
18,0,0,0,176.76,0,948897,0,0,0,,,
21,176.88,8.288,4,176.76,-5,948897,0.449,-8.244,-0.722,,,
22,176.89,7.724,47,176.76,-6,948897,0.418,-7.67,-0.807,,,
23,0,0,0,176.76,0,948897,0,0,0,,,
24,0,0,0,176.76,0,948897,0,0,0,,,
25,176.9,7.444,54,176.76,-9,948897,0.398,-7.342,-1.164,,,
26,176.91,7.436,58,176.76,-10,948897,0.396,-7.312,-1.291,,,
27,176.91,7.472,50,176.76,-11,948897,0.395,-7.324,-1.426,,,
28,176.92,7.412,72,176.76,-12,948897,0.391,-7.239,-1.541,,,
29,176.93,7.432,47,176.76,-13,948897,0.389,-7.231,-1.672,,,
30,176.93,7.468,41,176.76,-14,948897,0.388,-7.236,-1.807,,,
31,176.94,4.968,1,176.76,-15,948897,0.257,-4.792,-1.286,,,
32,176.94,4.236,29,176.76,-16,948897,0.217,-4.066,-1.168,,,
1,0,0,0,176.76,0,948897,0,0,0,,,
2,0,0,0,176.76,0,948897,0,0,0,,,
3,0,0,0,176.76,0,948897,0,0,0,,,
4,0,0,0,176.76,0,948897,0,0,0,,,
5,0,0,0,176.76,0,948897,0,0,0,,,
6,0,0,0,176.76,0,948897,0,0,0,,,
7,0,0,0,176.76,0,948897,0,0,0,,,
8,0,0,0,176.76,0,948897,0,0,0,,,
9,0,0,0,176.76,0,948897,0,0,0,,,
10,0,0,0,176.76,0,948897,0,0,0,,,
12,0,0,0,176.76,0,948897,0,0,0,,,
13,0,0,0,176.76,0,948897,0,0,0,,,
18,0,0,0,176.76,0,948897,0,0,0,,,
21,176.88,8.288,4,176.76,-5,948897,0.449,-8.244,-0.722,,,
22,176.89,7.724,47,176.76,-6,948897,0.418,-7.67,-0.807,,,
23,0,0,0,176.76,0,948897,0,0,0,,,
24,0,0,0,176.76,0,948897,0,0,0,,,
25,176.9,7.444,54,176.76,-9,948897,0.398,-7.342,-1.164,,,
26,176.91,7.436,58,176.76,-10,948897,0.396,-7.312,-1.291,,,
27,176.91,7.472,50,176.76,-11,948897,0.395,-7.324,-1.426,,,
28,176.92,7.412,72,176.76,-12,948897,0.391,-7.239,-1.541,,,
29,176.93,7.432,47,176.76,-13,948897,0.389,-7.231,-1.672,,,
30,176.93,7.468,41,176.76,-14,948897,0.388,-7.236,-1.807,,,
31,176.94,4.968,1,176.76,-15,948897,0.257,-4.792,-1.286,,,
32,176.94,4.236,29,176.76,-16,948897,0.217,-4.066,-1.168,,,
1,0,0,0,176.94,0,948897,0,0,0,,,
2,0,0,0,176.94,0,948897,0,0,0,,,
3,0,0,0,176.94,0,948897,0,0,0,,,
4,0,0,0,176.94,0,948897,0,0,0,,,
5,0,0,0,176.94,0,948897,0,0,0,,,
6,0,0,0,176.94,0,948897,0,0,0,,,
7,0,0,0,176.94,0,948897,0,0,0,,,
8,0,0,0,176.94,0,948897,0,0,0,,,
10,0,0,0,176.94,0,948897,0,0,0,,,
12,0,0,0,176.94,0,948897,0,0,0,,,
18,0,0,0,176.94,0,948897,0,0,0,,,
21,177.06,8.276,4,176.94,-5,948897,0.423,-8.234,-0.721,,,
22,177.07,7.732,45,176.94,-6,948897,0.394,-7.68,-0.808,,,
23,0,0,0,176.94,0,948897,0,0,0,,,
24,0,0,0,176.94,0,948897,0,0,0,,,
25,177.08,7.444,53,176.94,-9,948897,0.375,-7.343,-1.164,,,
26,177.09,7.44,57,176.94,-10,948897,0.373,-7.317,-1.292,,,
27,177.09,7.472,50,176.94,-11,948897,0.372,-7.325,-1.426,,,
28,177.1,7.404,87,176.94,-12,948897,0.368,-7.233,-1.539,,,
29,177.11,7.432,48,176.94,-13,948897,0.366,-7.232,-1.672,,,
30,177.11,7.468,40,176.94,-14,948897,0.365,-7.237,-1.807,,,
31,177.12,4.94,1,176.94,-15,948897,0.241,-4.766,-1.279,,,
32,177.12,4.232,255,176.94,-16,948897,0.204,-4.063,-1.166,,,
1,0,0,0,176.94,0,948897,0,0,0,,,
2,0,0,0,176.94,0,948897,0,0,0,,,
3,0,0,0,176.94,0,948897,0,0,0,,,
4,0,0,0,176.94,0,948897,0,0,0,,,
5,0,0,0,176.94,0,948897,0,0,0,,,
6,0,0,0,176.94,0,948897,0,0,0,,,
7,0,0,0,176.94,0,948897,0,0,0,,,
8,0,0,0,176.94,0,948897,0,0,0,,,
10,0,0,0,176.94,0,948897,0,0,0,,,
12,0,0,0,176.94,0,948897,0,0,0,,,
18,0,0,0,176.94,0,948897,0,0,0,,,
21,177.06,8.276,4,176.94,-5,948897,0.423,-8.234,-0.721,,,
22,177.07,7.732,45,176.94,-6,948897,0.394,-7.68,-0.808,,,
23,0,0,0,176.94,0,948897,0,0,0,,,
24,0,0,0,176.94,0,948897,0,0,0,,,
25,177.08,7.444,53,176.94,-9,948897,0.375,-7.343,-1.164,,,
26,177.09,7.44,57,176.94,-10,948897,0.373,-7.317,-1.292,,,
27,177.09,7.472,50,176.94,-11,948897,0.372,-7.325,-1.426,,,
28,177.1,7.404,87,176.94,-12,948897,0.368,-7.233,-1.539,,,
29,177.11,7.432,48,176.94,-13,948897,0.366,-7.232,-1.672,,,
30,177.11,7.468,40,176.94,-14,948897,0.365,-7.237,-1.807,,,
31,177.12,4.94,1,176.94,-15,948897,0.241,-4.766,-1.279,,,
32,177.12,4.232,255,176.94,-16,948897,0.204,-4.063,-1.166,,,
1,0,0,0,177.12,0,949097,0,0,0,,,
2,0,0,0,177.12,0,949097,0,0,0,,,
3,0,0,0,177.12,0,949097,0,0,0,,,
4,0,0,0,177.12,0,949097,0,0,0,,,
5,0,0,0,177.12,0,949097,0,0,0,,,
6,0,0,0,177.12,0,949097,0,0,0,,,
7,0,0,0,177.12,0,949097,0,0,0,,,
8,0,0,0,177.12,0,949097,0,0,0,,,
21,177.24,8.26,4,177.12,-5,949097,0.396,-8.219,-0.72,,,
22,177.25,7.732,40,177.12,-6,949097,0.37,-7.681,-0.808,,,
23,0,0,0,177.12,0,949097,0,0,0,,,
24,0,0,0,177.12,0,949097,0,0,0,,,
25,177.26,7.444,54,177.12,-9,949097,0.351,-7.344,-1.164,,,
26,177.27,7.436,56,177.12,-10,949097,0.35,-7.315,-1.291,,,
27,177.27,7.472,49,177.12,-11,949097,0.349,-7.326,-1.426,,,
28,177.28,7.412,65,177.12,-12,949097,0.345,-7.242,-1.541,,,
29,177.29,7.436,50,177.12,-13,949097,0.344,-7.237,-1.673,,,
30,177.29,7.464,40,177.12,-14,949097,0.342,-7.234,-1.806,,,
31,177.3,4.928,1,177.12,-15,949097,0.225,-4.755,-1.275,,,
32,177.3,4.224,13,177.12,-16,949097,0.191,-4.056,-1.164,,,
1,0,0,0,177.12,0,949097,0,0,0,,,
2,0,0,0,177.12,0,949097,0,0,0,,,
3,0,0,0,177.12,0,949097,0,0,0,,,
4,0,0,0,177.12,0,949097,0,0,0,,,
5,0,0,0,177.12,0,949097,0,0,0,,,
6,0,0,0,177.12,0,949097,0,0,0,,,
7,0,0,0,177.12,0,949097,0,0,0,,,
8,0,0,0,177.12,0,949097,0,0,0,,,
21,177.24,8.26,4,177.12,-5,949097,0.396,-8.219,-0.72,,,
22,177.25,7.732,40,177.12,-6,949097,0.37,-7.681,-0.808,,,
23,0,0,0,177.12,0,949097,0,0,0,,,
24,0,0,0,177.12,0,949097,0,0,0,,,
25,177.26,7.444,54,177.12,-9,949097,0.351,-7.344,-1.164,,,
26,177.27,7.436,56,177.12,-10,949097,0.35,-7.315,-1.291,,,
27,177.27,7.472,49,177.12,-11,949097,0.349,-7.326,-1.426,,,
28,177.28,7.412,65,177.12,-12,949097,0.345,-7.242,-1.541,,,
29,177.29,7.436,50,177.12,-13,949097,0.344,-7.237,-1.673,,,
30,177.29,7.464,40,177.12,-14,949097,0.342,-7.234,-1.806,,,
31,177.3,4.928,1,177.12,-15,949097,0.225,-4.755,-1.275,,,
32,177.3,4.224,13,177.12,-16,949097,0.191,-4.056,-1.164,,,
1,0,0,0,177.3,0,949097,0,0,0,,,
2,0,0,0,177.3,0,949097,0,0,0,,,
3,0,0,0,177.3,0,949097,0,0,0,,,
4,0,0,0,177.3,0,949097,0,0,0,,,
5,0,0,0,177.3,0,949097,0,0,0,,,
6,0,0,0,177.3,0,949097,0,0,0,,,
7,0,0,0,177.3,0,949097,0,0,0,,,
8,0,0,0,177.3,0,949097,0,0,0,,,
18,0,0,0,177.3,0,949097,0,0,0,,,
21,177.42,8.252,4,177.3,-5,949097,0.37,-8.212,-0.719,,,
22,177.43,7.736,22,177.3,-6,949097,0.346,-7.686,-0.809,,,
23,0,0,0,177.3,0,949097,0,0,0,,,
24,0,0,0,177.3,0,949097,0,0,0,,,
25,177.44,7.444,53,177.3,-9,949097,0.328,-7.345,-1.164,,,
26,177.45,7.444,54,177.3,-10,949097,0.327,-7.324,-1.293,,,
27,177.45,7.476,51,177.3,-11,949097,0.327,-7.331,-1.426,,,
28,177.46,7.408,59,177.3,-12,949097,0.322,-7.239,-1.54,,,
29,177.47,7.436,56,177.3,-13,949097,0.321,-7.238,-1.673,,,
30,177.47,7.468,39,177.3,-14,949097,0.32,-7.239,-1.807,,,
31,177.48,4.868,1,177.3,-15,949097,0.208,-4.698,-1.26,,,
32,177.48,4.264,3,177.3,-16,949097,0.18,-4.095,-1.175,,,
1,0,0,0,177.3,0,949097,0,0,0,,,
2,0,0,0,177.3,0,949097,0,0,0,,,
3,0,0,0,177.3,0,949097,0,0,0,,,
4,0,0,0,177.3,0,949097,0,0,0,,,
5,0,0,0,177.3,0,949097,0,0,0,,,
6,0,0,0,177.3,0,949097,0,0,0,,,
7,0,0,0,177.3,0,949097,0,0,0,,,
8,0,0,0,177.3,0,949097,0,0,0,,,
18,0,0,0,177.3,0,949097,0,0,0,,,
21,177.42,8.252,4,177.3,-5,949097,0.37,-8.212,-0.719,,,
22,177.43,7.736,22,177.3,-6,949097,0.346,-7.686,-0.809,,,
23,0,0,0,177.3,0,949097,0,0,0,,,
24,0,0,0,177.3,0,949097,0,0,0,,,
25,177.44,7.444,53,177.3,-9,949097,0.328,-7.345,-1.164,,,
26,177.45,7.444,54,177.3,-10,949097,0.327,-7.324,-1.293,,,
27,177.45,7.476,51,177.3,-11,949097,0.327,-7.331,-1.426,,,
28,177.46,7.408,59,177.3,-12,949097,0.322,-7.239,-1.54,,,
29,177.47,7.436,56,177.3,-13,949097,0.321,-7.238,-1.673,,,
30,177.47,7.468,39,177.3,-14,949097,0.32,-7.239,-1.807,,,
31,177.48,4.868,1,177.3,-15,949097,0.208,-4.698,-1.26,,,
32,177.48,4.264,3,177.3,-16,949097,0.18,-4.095,-1.175,,,
1,0,0,0,177.48,0,949097,0,0,0,,,
2,0,0,0,177.48,0,949097,0,0,0,,,
3,0,0,0,177.48,0,949097,0,0,0,,,
4,0,0,0,177.48,0,949097,0,0,0,,,
5,0,0,0,177.48,0,949097,0,0,0,,,
6,0,0,0,177.48,0,949097,0,0,0,,,
7,0,0,0,177.48,0,949097,0,0,0,,,
8,0,0,0,177.48,0,949097,0,0,0,,,
21,177.6,8.248,4,177.48,-5,949097,0.344,-8.209,-0.719,,,
22,177.61,7.756,25,177.48,-6,949097,0.323,-7.707,-0.811,,,
23,0,0,0,177.48,0,949097,0,0,0,,,
24,0,0,0,177.48,0,949097,0,0,0,,,
25,177.62,7.448,53,177.48,-9,949097,0.305,-7.35,-1.165,,,
26,177.63,7.444,54,177.48,-10,949097,0.304,-7.325,-1.293,,,
27,177.63,7.472,50,177.48,-11,949097,0.303,-7.328,-1.426,,,
28,177.64,7.412,56,177.48,-12,949097,0.3,-7.244,-1.541,,,
29,177.65,7.448,255,177.48,-13,949097,0.299,-7.251,-1.675,,,
30,177.65,7.476,37,177.48,-14,949097,0.297,-7.248,-1.809,,,
31,177.66,4.7,0,177.48,-15,949097,0.186,-4.536,-1.216,,,
32,177.66,4.268,3,177.48,-16,949097,0.168,-4.099,-1.176,,,
1,0,0,0,177.48,0,949097,0,0,0,,,
2,0,0,0,177.48,0,949097,0,0,0,,,
3,0,0,0,177.48,0,949097,0,0,0,,,
4,0,0,0,177.48,0,949097,0,0,0,,,
5,0,0,0,177.48,0,949097,0,0,0,,,
6,0,0,0,177.48,0,949097,0,0,0,,,
7,0,0,0,177.48,0,949097,0,0,0,,,
8,0,0,0,177.48,0,949097,0,0,0,,,
21,177.6,8.248,4,177.48,-5,949097,0.344,-8.209,-0.719,,,
22,177.61,7.756,25,177.48,-6,949097,0.323,-7.707,-0.811,,,
23,0,0,0,177.48,0,949097,0,0,0,,,
24,0,0,0,177.48,0,949097,0,0,0,,,
25,177.62,7.448,53,177.48,-9,949097,0.305,-7.35,-1.165,,,
26,177.63,7.444,54,177.48,-10,949097,0.304,-7.325,-1.293,,,
27,177.63,7.472,50,177.48,-11,949097,0.303,-7.328,-1.426,,,
28,177.64,7.412,56,177.48,-12,949097,0.3,-7.244,-1.541,,,
29,177.65,7.448,255,177.48,-13,949097,0.299,-7.251,-1.675,,,
30,177.65,7.476,37,177.48,-14,949097,0.297,-7.248,-1.809,,,
31,177.66,4.7,0,177.48,-15,949097,0.186,-4.536,-1.216,,,
32,177.66,4.268,3,177.48,-16,949097,0.168,-4.099,-1.176,,,
1,0,0,0,177.66,0,949097,0,0,0,,,
2,0,0,0,177.66,0,949097,0,0,0,,,
3,0,0,0,177.66,0,949097,0,0,0,,,
4,0,0,0,177.66,0,949097,0,0,0,,,
5,0,0,0,177.66,0,949097,0,0,0,,,
6,0,0,0,177.66,0,949097,0,0,0,,,
7,0,0,0,177.66,0,949097,0,0,0,,,
8,0,0,0,177.66,0,949097,0,0,0,,,
18,0,0,0,177.66,0,949097,0,0,0,,,
21,177.78,8.236,5,177.66,-5,949097,0.318,-8.199,-0.718,,,
22,177.79,7.768,29,177.66,-6,949097,0.299,-7.72,-0.812,,,
23,0,0,0,177.66,0,949097,0,0,0,,,
24,0,0,0,177.66,0,949097,0,0,0,,,
25,177.8,7.448,52,177.66,-9,949097,0.282,-7.351,-1.165,,,
26,177.81,7.444,53,177.66,-10,949097,0.281,-7.326,-1.293,,,
27,177.81,7.476,50,177.66,-11,949097,0.28,-7.333,-1.426,,,
28,177.82,7.408,54,177.66,-12,949097,0.277,-7.241,-1.54,,,
29,177.83,7.436,255,177.66,-13,949097,0.276,-7.24,-1.673,,,
30,177.83,7.476,32,177.66,-14,949097,0.275,-7.249,-1.809,,,
31,177.84,4.316,1,177.66,-15,949097,0.158,-4.166,-1.117,,,
32,177.84,4.276,19,177.66,-16,949097,0.155,-4.107,-1.179,,,
1,0,0,0,177.66,0,949097,0,0,0,,,
2,0,0,0,177.66,0,949097,0,0,0,,,
3,0,0,0,177.66,0,949097,0,0,0,,,
4,0,0,0,177.66,0,949097,0,0,0,,,
5,0,0,0,177.66,0,949097,0,0,0,,,
6,0,0,0,177.66,0,949097,0,0,0,,,
7,0,0,0,177.66,0,949097,0,0,0,,,
8,0,0,0,177.66,0,949097,0,0,0,,,
18,0,0,0,177.66,0,949097,0,0,0,,,
21,177.78,8.236,5,177.66,-5,949097,0.318,-8.199,-0.718,,,
22,177.79,7.768,29,177.66,-6,949097,0.299,-7.72,-0.812,,,
23,0,0,0,177.66,0,949097,0,0,0,,,
24,0,0,0,177.66,0,949097,0,0,0,,,
25,177.8,7.448,52,177.66,-9,949097,0.282,-7.351,-1.165,,,
26,177.81,7.444,53,177.66,-10,949097,0.281,-7.326,-1.293,,,
27,177.81,7.476,50,177.66,-11,949097,0.28,-7.333,-1.426,,,
28,177.82,7.408,54,177.66,-12,949097,0.277,-7.241,-1.54,,,
29,177.83,7.436,255,177.66,-13,949097,0.276,-7.24,-1.673,,,
30,177.83,7.476,32,177.66,-14,949097,0.275,-7.249,-1.809,,,
31,177.84,4.316,1,177.66,-15,949097,0.158,-4.166,-1.117,,,
32,177.84,4.276,19,177.66,-16,949097,0.155,-4.107,-1.179,,,
1,0,0,0,177.84,0,949297,0,0,0,,,
2,0,0,0,177.84,0,949297,0,0,0,,,
3,0,0,0,177.84,0,949297,0,0,0,,,
4,0,0,0,177.84,0,949297,0,0,0,,,
5,0,0,0,177.84,0,949297,0,0,0,,,
6,0,0,0,177.84,0,949297,0,0,0,,,
7,0,0,0,177.84,0,949297,0,0,0,,,
8,0,0,0,177.84,0,949297,0,0,0,,,
18,0,0,0,177.84,0,949297,0,0,0,,,
21,177.96,8.096,2,177.84,-5,949297,0.287,-8.06,-0.706,,,
22,177.97,7.78,43,177.84,-6,949297,0.275,-7.732,-0.813,,,
23,0,0,0,177.84,0,949297,0,0,0,,,
24,0,0,0,177.84,0,949297,0,0,0,,,
25,177.98,7.448,52,177.84,-9,949297,0.259,-7.352,-1.165,,,
26,177.99,7.448,53,177.84,-10,949297,0.259,-7.33,-1.293,,,
27,177.99,7.476,50,177.84,-11,949297,0.257,-7.334,-1.426,,,
28,178,7.412,53,177.84,-12,949297,0.254,-7.246,-1.541,,,
29,178.01,7.436,255,177.84,-13,949297,0.253,-7.241,-1.673,,,
30,178.01,7.484,21,177.84,-14,949297,0.252,-7.257,-1.811,,,
31,178.02,4.268,1,177.84,-15,949297,0.143,-4.12,-1.105,,,
32,178.02,4.244,1,177.84,-16,949297,0.141,-4.077,-1.17,,,
1,0,0,0,177.84,0,949297,0,0,0,,,
2,0,0,0,177.84,0,949297,0,0,0,,,
3,0,0,0,177.84,0,949297,0,0,0,,,
4,0,0,0,177.84,0,949297,0,0,0,,,
5,0,0,0,177.84,0,949297,0,0,0,,,
6,0,0,0,177.84,0,949297,0,0,0,,,
7,0,0,0,177.84,0,949297,0,0,0,,,
8,0,0,0,177.84,0,949297,0,0,0,,,
18,0,0,0,177.84,0,949297,0,0,0,,,
21,177.96,8.096,2,177.84,-5,949297,0.287,-8.06,-0.706,,,
22,177.97,7.78,43,177.84,-6,949297,0.275,-7.732,-0.813,,,
23,0,0,0,177.84,0,949297,0,0,0,,,
24,0,0,0,177.84,0,949297,0,0,0,,,
25,177.98,7.448,52,177.84,-9,949297,0.259,-7.352,-1.165,,,
26,177.99,7.448,53,177.84,-10,949297,0.259,-7.33,-1.293,,,
27,177.99,7.476,50,177.84,-11,949297,0.257,-7.334,-1.426,,,
28,178,7.412,53,177.84,-12,949297,0.254,-7.246,-1.541,,,
29,178.01,7.436,255,177.84,-13,949297,0.253,-7.241,-1.673,,,
30,178.01,5.504,1,177.84,-14,949297,0.185,-5.337,-1.332,,,
31,178.02,4.268,1,177.84,-15,949297,0.143,-4.12,-1.105,,,
32,178.02,4.244,1,177.84,-16,949297,0.141,-4.077,-1.17,,,
1,0,0,0,178.02,0,949297,0,0,0,,,
2,0,0,0,178.02,0,949297,0,0,0,,,
3,0,0,0,178.02,0,949297,0,0,0,,,
4,0,0,0,178.02,0,949297,0,0,0,,,
5,0,0,0,178.02,0,949297,0,0,0,,,
6,0,0,0,178.02,0,949297,0,0,0,,,
7,0,0,0,178.02,0,949297,0,0,0,,,
8,0,0,0,178.02,0,949297,0,0,0,,,
18,0,0,0,178.02,0,949297,0,0,0,,,
21,178.14,8.216,5,178.02,-5,949297,0.266,-8.18,-0.716,,,
22,178.15,7.788,42,178.02,-6,949297,0.251,-7.741,-0.814,,,
23,0,0,0,178.02,0,949297,0,0,0,,,
24,0,0,0,178.02,0,949297,0,0,0,,,
25,178.16,7.456,52,178.02,-9,949297,0.236,-7.36,-1.166,,,
26,178.17,7.452,52,178.02,-10,949297,0.236,-7.335,-1.294,,,
27,178.17,7.484,50,178.02,-11,949297,0.235,-7.343,-1.428,,,
28,178.18,7.424,49,178.02,-12,949297,0.232,-7.258,-1.544,,,
29,178.19,7.444,255,178.02,-13,949297,0.23,-7.25,-1.675,,,
30,178.19,7.484,2,178.02,-14,949297,0.229,-7.258,-1.811,,,
31,178.2,4.24,5,178.02,-15,949297,0.129,-4.093,-1.097,,,
32,0,0,0,178.02,0,949297,0,0,0,,,
1,0,0,0,178.02,0,949297,0,0,0,,,
2,0,0,0,178.02,0,949297,0,0,0,,,
3,0,0,0,178.02,0,949297,0,0,0,,,
4,0,0,0,178.02,0,949297,0,0,0,,,
5,0,0,0,178.02,0,949297,0,0,0,,,
6,0,0,0,178.02,0,949297,0,0,0,,,
7,0,0,0,178.02,0,949297,0,0,0,,,
8,0,0,0,178.02,0,949297,0,0,0,,,
18,0,0,0,178.02,0,949297,0,0,0,,,
20,178.14,7.96,0,178.02,-4,949297,0.259,-7.936,-0.555,,,
21,178.14,8.216,5,178.02,-5,949297,0.266,-8.18,-0.716,,,
22,178.15,7.788,42,178.02,-6,949297,0.251,-7.741,-0.814,,,
23,0,0,0,178.02,0,949297,0,0,0,,,
24,0,0,0,178.02,0,949297,0,0,0,,,
25,178.16,7.456,52,178.02,-9,949297,0.236,-7.36,-1.166,,,
26,178.17,7.452,52,178.02,-10,949297,0.236,-7.335,-1.294,,,
27,178.17,7.484,50,178.02,-11,949297,0.235,-7.343,-1.428,,,
28,178.18,7.424,49,178.02,-12,949297,0.232,-7.258,-1.544,,,
29,178.19,7.444,255,178.02,-13,949297,0.23,-7.25,-1.675,,,
30,178.19,5.48,3,178.02,-14,949297,0.168,-5.315,-1.326,,,
31,178.2,4.24,5,178.02,-15,949297,0.129,-4.093,-1.097,,,
32,0,0,0,178.02,0,949297,0,0,0,,,
1,0,0,0,178.2,0,949297,0,0,0,,,
2,0,0,0,178.2,0,949297,0,0,0,,,
3,0,0,0,178.2,0,949297,0,0,0,,,
4,0,0,0,178.2,0,949297,0,0,0,,,
5,0,0,0,178.2,0,949297,0,0,0,,,
6,0,0,0,178.2,0,949297,0,0,0,,,
7,0,0,0,178.2,0,949297,0,0,0,,,
8,0,0,0,178.2,0,949297,0,0,0,,,
18,0,0,0,178.2,0,949297,0,0,0,,,
21,178.32,8.204,5,178.2,-5,949297,0.24,-8.169,-0.715,,,
22,178.33,7.788,49,178.2,-6,949297,0.227,-7.742,-0.814,,,
23,0,0,0,178.2,0,949297,0,0,0,,,
24,0,0,0,178.2,0,949297,0,0,0,,,
25,178.34,7.46,52,178.2,-9,949297,0.213,-7.365,-1.167,,,
26,178.35,7.456,53,178.2,-10,949297,0.213,-7.34,-1.295,,,
27,178.35,7.484,51,178.2,-11,949297,0.212,-7.343,-1.428,,,
28,178.36,7.42,45,178.2,-12,949297,0.209,-7.255,-1.543,,,
29,178.37,7.44,255,178.2,-13,949297,0.207,-7.246,-1.674,,,
30,178.37,7.488,1,178.2,-14,949297,0.207,-7.263,-1.812,,,
31,0,0,0,178.2,0,949297,0,0,0,,,
32,178.38,4.208,1,178.2,-16,949297,0.114,-4.043,-1.16,,,
1,0,0,0,178.2,0,949297,0,0,0,,,
2,0,0,0,178.2,0,949297,0,0,0,,,
3,0,0,0,178.2,0,949297,0,0,0,,,
4,0,0,0,178.2,0,949297,0,0,0,,,
5,0,0,0,178.2,0,949297,0,0,0,,,
6,0,0,0,178.2,0,949297,0,0,0,,,
7,0,0,0,178.2,0,949297,0,0,0,,,
8,0,0,0,178.2,0,949297,0,0,0,,,
18,0,0,0,178.2,0,949297,0,0,0,,,
21,178.32,8.204,5,178.2,-5,949297,0.24,-8.169,-0.715,,,
22,178.33,7.788,49,178.2,-6,949297,0.227,-7.742,-0.814,,,
23,0,0,0,178.2,0,949297,0,0,0,,,
24,0,0,0,178.2,0,949297,0,0,0,,,
25,178.34,7.46,52,178.2,-9,949297,0.213,-7.365,-1.167,,,
26,178.35,7.456,53,178.2,-10,949297,0.213,-7.34,-1.295,,,
27,178.35,7.484,51,178.2,-11,949297,0.212,-7.343,-1.428,,,
28,178.36,7.42,45,178.2,-12,949297,0.209,-7.255,-1.543,,,
29,178.37,7.44,255,178.2,-13,949297,0.207,-7.246,-1.674,,,
30,178.37,5.42,2,178.2,-14,949297,0.15,-5.257,-1.311,,,
31,0,0,0,178.2,0,949297,0,0,0,,,
32,178.38,4.208,1,178.2,-16,949297,0.114,-4.043,-1.16,,,
1,0,0,0,178.38,0,949297,0,0,0,,,
2,0,0,0,178.38,0,949297,0,0,0,,,
3,0,0,0,178.38,0,949297,0,0,0,,,
4,0,0,0,178.38,0,949297,0,0,0,,,
5,0,0,0,178.38,0,949297,0,0,0,,,
6,0,0,0,178.38,0,949297,0,0,0,,,
7,0,0,0,178.38,0,949297,0,0,0,,,
8,0,0,0,178.38,0,949297,0,0,0,,,
18,0,0,0,178.38,0,949297,0,0,0,,,
21,178.5,8.2,5,178.38,-5,949297,0.214,-8.166,-0.715,,,
22,178.51,7.792,36,178.38,-6,949297,0.203,-7.747,-0.814,,,
23,0,0,0,178.38,0,949297,0,0,0,,,
24,0,0,0,178.38,0,949297,0,0,0,,,
25,178.52,7.46,52,178.38,-9,949297,0.19,-7.366,-1.167,,,
26,178.53,7.46,52,178.38,-10,949297,0.19,-7.344,-1.295,,,
27,178.53,7.488,50,178.38,-11,949297,0.189,-7.348,-1.429,,,
28,178.54,7.444,41,178.38,-12,949297,0.187,-7.279,-1.548,,,
29,178.55,7.452,255,178.38,-13,949297,0.185,-7.259,-1.676,,,
30,178.55,7.516,0,178.38,-14,949297,0.185,-7.29,-1.818,,,
31,0,0,0,178.38,0,949297,0,0,0,,,
32,178.56,4.236,1,178.38,-16,949297,0.102,-4.071,-1.168,,,
1,0,0,0,178.38,0,949297,0,0,0,,,
2,0,0,0,178.38,0,949297,0,0,0,,,
3,0,0,0,178.38,0,949297,0,0,0,,,
4,0,0,0,178.38,0,949297,0,0,0,,,
5,0,0,0,178.38,0,949297,0,0,0,,,
6,0,0,0,178.38,0,949297,0,0,0,,,
7,0,0,0,178.38,0,949297,0,0,0,,,
8,0,0,0,178.38,0,949297,0,0,0,,,
