Ch,AziCorr(deg),Dist(m),Rfl,Azi(deg),Ele(deg),t(us),x(m),y(m),z(m),,x_adj,y_adj
18,0,0,0,178.38,0,949297,0,0,0,,,
21,178.5,8.2,5,178.38,-5,949297,0.214,-8.166,-0.715,,,
22,178.51,7.792,36,178.38,-6,949297,0.203,-7.747,-0.814,,,
23,0,0,0,178.38,0,949297,0,0,0,,,
24,0,0,0,178.38,0,949297,0,0,0,,,
25,178.52,7.46,52,178.38,-9,949297,0.19,-7.366,-1.167,,,
26,178.53,7.46,52,178.38,-10,949297,0.19,-7.344,-1.295,,,
27,178.53,7.488,50,178.38,-11,949297,0.189,-7.348,-1.429,,,
28,178.54,7.444,41,178.38,-12,949297,0.187,-7.279,-1.548,,,
29,178.55,7.452,255,178.38,-13,949297,0.185,-7.259,-1.676,,,
30,178.55,5.372,2,178.38,-14,949297,0.132,-5.211,-1.3,,,
31,0,0,0,178.38,0,949297,0,0,0,,,
32,178.56,4.236,1,178.38,-16,949297,0.102,-4.071,-1.168,,,
1,0,0,0,178.56,0,949498,0,0,0,,,
2,0,0,0,178.56,0,949498,0,0,0,,,
3,0,0,0,178.56,0,949498,0,0,0,,,
4,0,0,0,178.56,0,949498,0,0,0,,,
5,0,0,0,178.56,0,949498,0,0,0,,,
6,0,0,0,178.56,0,949498,0,0,0,,,
7,0,0,0,178.56,0,949498,0,0,0,,,
8,0,0,0,178.56,0,949498,0,0,0,,,
18,0,0,0,178.56,0,949498,0,0,0,,,
21,178.68,8.192,5,178.56,-5,949498,0.188,-8.159,-0.714,,,
22,178.69,7.8,36,178.56,-6,949498,0.179,-7.755,-0.815,,,
23,0,0,0,178.56,0,949498,0,0,0,,,
24,0,0,0,178.56,0,949498,0,0,0,,,
25,178.7,7.46,51,178.56,-9,949498,0.167,-7.366,-1.167,,,
26,178.71,7.464,52,178.56,-10,949498,0.167,-7.349,-1.296,,,
27,178.71,7.488,51,178.56,-11,949498,0.165,-7.349,-1.429,,,
28,178.72,7.46,45,178.56,-12,949498,0.164,-7.295,-1.551,,,
29,178.73,7.456,237,178.56,-13,949498,0.162,-7.263,-1.677,,,
30,178.73,4.104,1,178.56,-14,949498,0.088,-3.981,-0.993,,,
31,0,0,0,178.56,0,949498,0,0,0,,,
32,178.74,4.236,2,178.56,-16,949498,0.09,-4.071,-1.168,,,
1,0,0,0,178.56,0,949498,0,0,0,,,
2,0,0,0,178.56,0,949498,0,0,0,,,
3,0,0,0,178.56,0,949498,0,0,0,,,
4,0,0,0,178.56,0,949498,0,0,0,,,
5,0,0,0,178.56,0,949498,0,0,0,,,
6,0,0,0,178.56,0,949498,0,0,0,,,
7,0,0,0,178.56,0,949498,0,0,0,,,
8,0,0,0,178.56,0,949498,0,0,0,,,
18,0,0,0,178.56,0,949498,0,0,0,,,
21,178.68,8.192,5,178.56,-5,949498,0.188,-8.159,-0.714,,,
22,178.69,7.8,36,178.56,-6,949498,0.179,-7.755,-0.815,,,
23,0,0,0,178.56,0,949498,0,0,0,,,
24,0,0,0,178.56,0,949498,0,0,0,,,
25,178.7,7.46,51,178.56,-9,949498,0.167,-7.366,-1.167,,,
26,178.71,7.464,52,178.56,-10,949498,0.167,-7.349,-1.296,,,
27,178.71,7.488,51,178.56,-11,949498,0.165,-7.349,-1.429,,,
28,178.72,7.46,45,178.56,-12,949498,0.164,-7.295,-1.551,,,
29,178.73,7.456,237,178.56,-13,949498,0.162,-7.263,-1.677,,,
30,178.73,4.104,1,178.56,-14,949498,0.088,-3.981,-0.993,,,
31,0,0,0,178.56,0,949498,0,0,0,,,
32,178.74,4.236,2,178.56,-16,949498,0.09,-4.071,-1.168,,,
1,0,0,0,178.74,0,949498,0,0,0,,,
2,0,0,0,178.74,0,949498,0,0,0,,,
3,0,0,0,178.74,0,949498,0,0,0,,,
4,0,0,0,178.74,0,949498,0,0,0,,,
5,0,0,0,178.74,0,949498,0,0,0,,,
6,0,0,0,178.74,0,949498,0,0,0,,,
7,0,0,0,178.74,0,949498,0,0,0,,,
8,0,0,0,178.74,0,949498,0,0,0,,,
18,0,0,0,178.74,0,949498,0,0,0,,,
21,178.86,8.2,5,178.74,-5,949498,0.163,-8.167,-0.715,,,
22,178.87,7.796,26,178.74,-6,949498,0.154,-7.752,-0.815,,,
23,0,0,0,178.74,0,949498,0,0,0,,,
24,178.88,7.544,0,178.74,-8,949498,0.147,-7.469,-1.05,,,
25,178.88,7.46,52,178.74,-9,949498,0.144,-7.367,-1.167,,,
26,178.89,7.464,52,178.74,-10,949498,0.144,-7.349,-1.296,,,
27,178.89,7.492,51,178.74,-11,949498,0.142,-7.353,-1.43,,,
28,178.9,7.484,62,178.74,-12,949498,0.142,-7.319,-1.556,,,
29,178.91,7.468,98,178.74,-13,949498,0.14,-7.275,-1.68,,,
30,178.91,4.076,0,178.74,-14,949498,0.075,-3.954,-0.986,,,
31,0,0,0,178.74,0,949498,0,0,0,,,
32,178.92,4.208,1,178.74,-16,949498,0.076,-4.044,-1.16,,,
1,0,0,0,178.74,0,949498,0,0,0,,,
2,0,0,0,178.74,0,949498,0,0,0,,,
3,0,0,0,178.74,0,949498,0,0,0,,,
4,0,0,0,178.74,0,949498,0,0,0,,,
5,0,0,0,178.74,0,949498,0,0,0,,,
6,0,0,0,178.74,0,949498,0,0,0,,,
7,0,0,0,178.74,0,949498,0,0,0,,,
8,0,0,0,178.74,0,949498,0,0,0,,,
18,0,0,0,178.74,0,949498,0,0,0,,,
21,178.86,8.2,5,178.74,-5,949498,0.163,-8.167,-0.715,,,
22,178.87,7.796,26,178.74,-6,949498,0.154,-7.752,-0.815,,,
23,0,0,0,178.74,0,949498,0,0,0,,,
24,178.88,7.544,0,178.74,-8,949498,0.147,-7.469,-1.05,,,
25,178.88,7.46,52,178.74,-9,949498,0.144,-7.367,-1.167,,,
26,178.89,7.464,52,178.74,-10,949498,0.144,-7.349,-1.296,,,
27,178.89,7.492,51,178.74,-11,949498,0.142,-7.353,-1.43,,,
28,178.9,7.484,62,178.74,-12,949498,0.142,-7.319,-1.556,,,
29,178.91,7.468,98,178.74,-13,949498,0.14,-7.275,-1.68,,,
30,178.91,4.076,0,178.74,-14,949498,0.075,-3.954,-0.986,,,
31,0,0,0,178.74,0,949498,0,0,0,,,
32,178.92,4.208,1,178.74,-16,949498,0.076,-4.044,-1.16,,,
1,0,0,0,178.92,0,949498,0,0,0,,,
2,0,0,0,178.92,0,949498,0,0,0,,,
3,0,0,0,178.92,0,949498,0,0,0,,,
4,0,0,0,178.92,0,949498,0,0,0,,,
5,0,0,0,178.92,0,949498,0,0,0,,,
6,0,0,0,178.92,0,949498,0,0,0,,,
7,0,0,0,178.92,0,949498,0,0,0,,,
8,0,0,0,178.92,0,949498,0,0,0,,,
21,179.04,8.188,5,178.92,-5,949498,0.137,-8.156,-0.714,,,
22,179.05,7.8,23,178.92,-6,949498,0.13,-7.756,-0.815,,,
23,0,0,0,178.92,0,949498,0,0,0,,,
24,179.06,7.5,2,178.92,-8,949498,0.123,-7.426,-1.044,,,
25,179.06,7.464,51,178.92,-9,949498,0.121,-7.371,-1.168,,,
26,179.07,7.468,52,178.92,-10,949498,0.121,-7.354,-1.297,,,
27,179.07,7.496,52,178.92,-11,949498,0.119,-7.357,-1.43,,,
28,179.08,7.488,129,178.92,-12,949498,0.119,-7.323,-1.557,,,
29,179.09,7.472,78,178.92,-13,949498,0.117,-7.28,-1.681,,,
30,179.09,4.06,2,178.92,-14,949498,0.063,-3.939,-0.982,,,
31,0,0,0,178.92,0,949498,0,0,0,,,
32,0,0,0,178.92,0,949498,0,0,0,,,
1,0,0,0,178.92,0,949498,0,0,0,,,
2,0,0,0,178.92,0,949498,0,0,0,,,
3,0,0,0,178.92,0,949498,0,0,0,,,
4,0,0,0,178.92,0,949498,0,0,0,,,
5,0,0,0,178.92,0,949498,0,0,0,,,
6,0,0,0,178.92,0,949498,0,0,0,,,
7,0,0,0,178.92,0,949498,0,0,0,,,
8,0,0,0,178.92,0,949498,0,0,0,,,
21,179.04,8.188,5,178.92,-5,949498,0.137,-8.156,-0.714,,,
22,179.05,7.8,23,178.92,-6,949498,0.13,-7.756,-0.815,,,
23,0,0,0,178.92,0,949498,0,0,0,,,
24,179.06,7.5,2,178.92,-8,949498,0.123,-7.426,-1.044,,,
25,179.06,7.464,51,178.92,-9,949498,0.121,-7.371,-1.168,,,
26,179.07,7.468,52,178.92,-10,949498,0.121,-7.354,-1.297,,,
27,179.07,7.496,52,178.92,-11,949498,0.119,-7.357,-1.43,,,
28,179.08,7.488,129,178.92,-12,949498,0.119,-7.323,-1.557,,,
29,179.09,7.472,78,178.92,-13,949498,0.117,-7.28,-1.681,,,
30,179.09,4.06,2,178.92,-14,949498,0.063,-3.939,-0.982,,,
31,0,0,0,178.92,0,949498,0,0,0,,,
32,0,0,0,178.92,0,949498,0,0,0,,,
1,0,0,0,179.1,0,949498,0,0,0,,,
2,0,0,0,179.1,0,949498,0,0,0,,,
3,0,0,0,179.1,0,949498,0,0,0,,,
4,0,0,0,179.1,0,949498,0,0,0,,,
5,0,0,0,179.1,0,949498,0,0,0,,,
6,0,0,0,179.1,0,949498,0,0,0,,,
7,0,0,0,179.1,0,949498,0,0,0,,,
8,0,0,0,179.1,0,949498,0,0,0,,,
18,0,0,0,179.1,0,949498,0,0,0,,,
21,179.22,8.184,5,179.1,-5,949498,0.111,-8.152,-0.713,,,
22,179.23,7.808,20,179.1,-6,949498,0.106,-7.765,-0.816,,,
23,0,0,0,179.1,0,949498,0,0,0,,,
24,179.24,7.496,2,179.1,-8,949498,0.1,-7.422,-1.043,,,
25,179.24,7.472,48,179.1,-9,949498,0.098,-7.379,-1.169,,,
26,179.25,7.476,52,179.1,-10,949498,0.098,-7.362,-1.298,,,
27,179.25,7.504,51,179.1,-11,949498,0.096,-7.365,-1.432,,,
28,179.26,7.496,255,179.1,-12,949498,0.096,-7.332,-1.559,,,
29,179.27,7.472,65,179.1,-13,949498,0.094,-7.28,-1.681,,,
30,0,0,0,179.1,0,949498,0,0,0,,,
31,0,0,0,179.1,0,949498,0,0,0,,,
32,0,0,0,179.1,0,949498,0,0,0,,,
1,0,0,0,179.1,0,949498,0,0,0,,,
2,0,0,0,179.1,0,949498,0,0,0,,,
3,0,0,0,179.1,0,949498,0,0,0,,,
4,0,0,0,179.1,0,949498,0,0,0,,,
5,0,0,0,179.1,0,949498,0,0,0,,,
6,0,0,0,179.1,0,949498,0,0,0,,,
7,0,0,0,179.1,0,949498,0,0,0,,,
8,0,0,0,179.1,0,949498,0,0,0,,,
18,0,0,0,179.1,0,949498,0,0,0,,,
21,179.22,8.184,5,179.1,-5,949498,0.111,-8.152,-0.713,,,
22,179.23,7.808,20,179.1,-6,949498,0.106,-7.765,-0.816,,,
23,0,0,0,179.1,0,949498,0,0,0,,,
24,179.24,7.496,2,179.1,-8,949498,0.1,-7.422,-1.043,,,
25,179.24,7.472,48,179.1,-9,949498,0.098,-7.379,-1.169,,,
26,179.25,7.476,52,179.1,-10,949498,0.098,-7.362,-1.298,,,
27,179.25,7.504,51,179.1,-11,949498,0.096,-7.365,-1.432,,,
28,179.26,7.496,255,179.1,-12,949498,0.096,-7.332,-1.559,,,
29,179.27,7.472,65,179.1,-13,949498,0.094,-7.28,-1.681,,,
30,0,0,0,179.1,0,949498,0,0,0,,,
31,0,0,0,179.1,0,949498,0,0,0,,,
32,0,0,0,179.1,0,949498,0,0,0,,,
1,0,0,0,179.28,0,949699,0,0,0,,,
2,0,0,0,179.28,0,949699,0,0,0,,,
3,0,0,0,179.28,0,949699,0,0,0,,,
4,0,0,0,179.28,0,949699,0,0,0,,,
5,0,0,0,179.28,0,949699,0,0,0,,,
6,0,0,0,179.28,0,949699,0,0,0,,,
7,0,0,0,179.28,0,949699,0,0,0,,,
8,0,0,0,179.28,0,949699,0,0,0,,,
18,0,0,0,179.28,0,949699,0,0,0,,,
21,179.4,8.172,5,179.28,-5,949699,0.085,-8.14,-0.712,,,
22,179.41,7.808,18,179.28,-6,949699,0.081,-7.765,-0.816,,,
23,0,0,0,179.28,0,949699,0,0,0,,,
24,179.42,7.496,2,179.28,-8,949699,0.076,-7.423,-1.043,,,
25,179.42,7.468,50,179.28,-9,949699,0.075,-7.376,-1.168,,,
26,179.43,7.48,52,179.28,-10,949699,0.075,-7.366,-1.299,,,
27,179.43,7.504,51,179.28,-11,949699,0.073,-7.366,-1.432,,,
28,179.44,7.496,255,179.28,-12,949699,0.073,-7.332,-1.559,,,
29,179.45,7.468,56,179.28,-13,949699,0.071,-7.276,-1.68,,,
30,0,0,0,179.28,0,949699,0,0,0,,,
31,0,0,0,179.28,0,949699,0,0,0,,,
32,0,0,0,179.28,0,949699,0,0,0,,,
1,0,0,0,179.28,0,949699,0,0,0,,,
2,0,0,0,179.28,0,949699,0,0,0,,,
3,0,0,0,179.28,0,949699,0,0,0,,,
4,0,0,0,179.28,0,949699,0,0,0,,,
5,0,0,0,179.28,0,949699,0,0,0,,,
6,0,0,0,179.28,0,949699,0,0,0,,,
7,0,0,0,179.28,0,949699,0,0,0,,,
8,0,0,0,179.28,0,949699,0,0,0,,,
18,0,0,0,179.28,0,949699,0,0,0,,,
21,179.4,8.172,5,179.28,-5,949699,0.085,-8.14,-0.712,,,
22,179.41,7.808,18,179.28,-6,949699,0.081,-7.765,-0.816,,,
23,0,0,0,179.28,0,949699,0,0,0,,,
24,179.42,7.496,2,179.28,-8,949699,0.076,-7.423,-1.043,,,
25,179.42,7.468,50,179.28,-9,949699,0.075,-7.376,-1.168,,,
26,179.43,7.48,52,179.28,-10,949699,0.075,-7.366,-1.299,,,
27,179.43,7.504,51,179.28,-11,949699,0.073,-7.366,-1.432,,,
28,179.44,7.496,255,179.28,-12,949699,0.073,-7.332,-1.559,,,
29,179.45,7.468,56,179.28,-13,949699,0.071,-7.276,-1.68,,,
30,0,0,0,179.28,0,949699,0,0,0,,,
31,0,0,0,179.28,0,949699,0,0,0,,,
32,0,0,0,179.28,0,949699,0,0,0,,,
1,0,0,0,179.46,0,949699,0,0,0,,,
2,0,0,0,179.46,0,949699,0,0,0,,,
3,0,0,0,179.46,0,949699,0,0,0,,,
4,0,0,0,179.46,0,949699,0,0,0,,,
5,0,0,0,179.46,0,949699,0,0,0,,,
6,0,0,0,179.46,0,949699,0,0,0,,,
7,0,0,0,179.46,0,949699,0,0,0,,,
8,0,0,0,179.46,0,949699,0,0,0,,,
21,179.58,8.184,5,179.46,-5,949699,0.06,-8.153,-0.713,,,
22,179.59,7.812,16,179.46,-6,949699,0.057,-7.769,-0.817,,,
23,0,0,0,179.46,0,949699,0,0,0,,,
24,179.6,7.508,1,179.46,-8,949699,0.053,-7.435,-1.045,,,
25,179.6,7.48,50,179.46,-9,949699,0.052,-7.388,-1.17,,,
26,179.61,7.48,51,179.46,-10,949699,0.051,-7.366,-1.299,,,
27,179.61,7.512,51,179.46,-11,949699,0.05,-7.374,-1.433,,,
28,179.62,7.5,255,179.46,-12,949699,0.05,-7.336,-1.559,,,
29,179.63,7.48,26,179.46,-13,949699,0.048,-7.288,-1.683,,,
30,0,0,0,179.46,0,949699,0,0,0,,,
31,0,0,0,179.46,0,949699,0,0,0,,,
32,0,0,0,179.46,0,949699,0,0,0,,,
1,0,0,0,179.46,0,949699,0,0,0,,,
2,0,0,0,179.46,0,949699,0,0,0,,,
3,0,0,0,179.46,0,949699,0,0,0,,,
4,0,0,0,179.46,0,949699,0,0,0,,,
5,0,0,0,179.46,0,949699,0,0,0,,,
6,0,0,0,179.46,0,949699,0,0,0,,,
7,0,0,0,179.46,0,949699,0,0,0,,,
8,0,0,0,179.46,0,949699,0,0,0,,,
21,179.58,8.184,5,179.46,-5,949699,0.06,-8.153,-0.713,,,
22,179.59,7.812,16,179.46,-6,949699,0.057,-7.769,-0.817,,,
23,0,0,0,179.46,0,949699,0,0,0,,,
24,179.6,7.508,1,179.46,-8,949699,0.053,-7.435,-1.045,,,
25,179.6,7.48,50,179.46,-9,949699,0.052,-7.388,-1.17,,,
26,179.61,7.48,51,179.46,-10,949699,0.051,-7.366,-1.299,,,
27,179.61,7.512,51,179.46,-11,949699,0.05,-7.374,-1.433,,,
28,179.62,7.5,255,179.46,-12,949699,0.05,-7.336,-1.559,,,
29,179.63,3.972,1,179.46,-13,949699,0.026,-3.87,-0.894,,,
30,0,0,0,179.46,0,949699,0,0,0,,,
31,0,0,0,179.46,0,949699,0,0,0,,,
32,0,0,0,179.46,0,949699,0,0,0,,,
1,0,0,0,179.64,0,949699,0,0,0,,,
2,0,0,0,179.64,0,949699,0,0,0,,,
3,0,0,0,179.64,0,949699,0,0,0,,,
4,0,0,0,179.64,0,949699,0,0,0,,,
5,0,0,0,179.64,0,949699,0,0,0,,,
6,0,0,0,179.64,0,949699,0,0,0,,,
7,0,0,0,179.64,0,949699,0,0,0,,,
8,0,0,0,179.64,0,949699,0,0,0,,,
21,179.76,8.184,5,179.64,-5,949699,0.034,-8.153,-0.713,,,
22,179.77,7.816,14,179.64,-6,949699,0.033,-7.773,-0.817,,,
23,0,0,0,179.64,0,949699,0,0,0,,,
24,179.78,7.516,1,179.64,-8,949699,0.03,-7.443,-1.046,,,
25,179.78,7.488,50,179.64,-9,949699,0.028,-7.396,-1.171,,,
26,179.79,7.484,52,179.64,-10,949699,0.028,-7.37,-1.3,,,
27,179.79,7.516,51,179.64,-11,949699,0.027,-7.378,-1.434,,,
28,179.8,7.492,255,179.64,-12,949699,0.027,-7.328,-1.558,,,
29,179.81,7.496,5,179.64,-13,949699,0.025,-7.304,-1.686,,,
30,0,0,0,179.64,0,949699,0,0,0,,,
31,0,0,0,179.64,0,949699,0,0,0,,,
32,0,0,0,179.64,0,949699,0,0,0,,,
1,0,0,0,179.64,0,949699,0,0,0,,,
2,0,0,0,179.64,0,949699,0,0,0,,,
3,0,0,0,179.64,0,949699,0,0,0,,,
4,0,0,0,179.64,0,949699,0,0,0,,,
5,0,0,0,179.64,0,949699,0,0,0,,,
6,0,0,0,179.64,0,949699,0,0,0,,,
7,0,0,0,179.64,0,949699,0,0,0,,,
8,0,0,0,179.64,0,949699,0,0,0,,,
21,179.76,8.184,5,179.64,-5,949699,0.034,-8.153,-0.713,,,
22,179.77,7.816,14,179.64,-6,949699,0.033,-7.773,-0.817,,,
23,0,0,0,179.64,0,949699,0,0,0,,,
24,179.78,7.516,1,179.64,-8,949699,0.03,-7.443,-1.046,,,
25,179.78,7.488,50,179.64,-9,949699,0.028,-7.396,-1.171,,,
26,179.79,7.484,52,179.64,-10,949699,0.028,-7.37,-1.3,,,
27,179.79,7.516,51,179.64,-11,949699,0.027,-7.378,-1.434,,,
28,179.8,7.492,255,179.64,-12,949699,0.027,-7.328,-1.558,,,
29,179.81,3.944,1,179.64,-13,949699,0.013,-3.843,-0.887,,,
30,0,0,0,179.64,0,949699,0,0,0,,,
31,0,0,0,179.64,0,949699,0,0,0,,,
32,0,0,0,179.64,0,949699,0,0,0,,,
1,0,0,0,179.82,0,949699,0,0,0,,,
2,0,0,0,179.82,0,949699,0,0,0,,,
3,0,0,0,179.82,0,949699,0,0,0,,,
4,0,0,0,179.82,0,949699,0,0,0,,,
5,0,0,0,179.82,0,949699,0,0,0,,,
6,0,0,0,179.82,0,949699,0,0,0,,,
18,0,0,0,179.82,0,949699,0,0,0,,,
21,179.94,8.192,5,179.82,-5,949699,0.009,-8.161,-0.714,,,
22,179.95,7.828,12,179.82,-6,949699,0.008,-7.785,-0.818,,,
23,0,0,0,179.82,0,949699,0,0,0,,,
24,179.96,7.536,1,179.82,-8,949699,0.007,-7.463,-1.049,,,
25,179.96,7.492,50,179.82,-9,949699,0.005,-7.4,-1.172,,,
26,179.97,7.492,52,179.82,-10,949699,0.005,-7.378,-1.301,,,
27,179.97,7.52,50,179.82,-11,949699,0.004,-7.382,-1.435,,,
28,179.98,7.5,255,179.82,-12,949699,0.004,-7.336,-1.559,,,
29,179.99,7.508,3,179.82,-13,949699,0.003,-7.316,-1.689,,,
30,0,0,0,179.82,0,949699,0,0,0,,,
31,0,0,0,179.82,0,949699,0,0,0,,,
32,0,0,0,179.82,0,949699,0,0,0,,,
1,0,0,0,179.82,0,949699,0,0,0,,,
2,0,0,0,179.82,0,949699,0,0,0,,,
3,0,0,0,179.82,0,949699,0,0,0,,,
4,0,0,0,179.82,0,949699,0,0,0,,,
5,0,0,0,179.82,0,949699,0,0,0,,,
6,0,0,0,179.82,0,949699,0,0,0,,,
18,0,0,0,179.82,0,949699,0,0,0,,,
21,179.94,8.192,5,179.82,-5,949699,0.009,-8.161,-0.714,,,
22,179.95,7.828,12,179.82,-6,949699,0.008,-7.785,-0.818,,,
23,0,0,0,179.82,0,949699,0,0,0,,,
24,179.96,7.536,1,179.82,-8,949699,0.007,-7.463,-1.049,,,
25,179.96,7.492,50,179.82,-9,949699,0.005,-7.4,-1.172,,,
26,179.97,7.492,52,179.82,-10,949699,0.005,-7.378,-1.301,,,
27,179.97,7.52,50,179.82,-11,949699,0.004,-7.382,-1.435,,,
28,179.98,7.5,255,179.82,-12,949699,0.004,-7.336,-1.559,,,
29,179.99,3.908,2,179.82,-13,949699,0.001,-3.808,-0.879,,,
30,0,0,0,179.82,0,949699,0,0,0,,,
31,0,0,0,179.82,0,949699,0,0,0,,,
32,0,0,0,179.82,0,949699,0,0,0,,,
1,0,0,0,180,0,949898,0,0,0,,,
2,0,0,0,180,0,949898,0,0,0,,,
3,0,0,0,180,0,949898,0,0,0,,,
4,0,0,0,180,0,949898,0,0,0,,,
5,0,0,0,180,0,949898,0,0,0,,,
6,0,0,0,180,0,949898,0,0,0,,,
18,0,0,0,180,0,949898,0,0,0,,,
21,180.12,8.188,5,180,-5,949898,-0.017,-8.157,-0.714,,,
22,180.13,7.836,8,180,-6,949898,-0.016,-7.793,-0.819,,,
23,0,0,0,180,0,949898,0,0,0,,,
24,180.14,7.536,1,180,-8,949898,-0.017,-7.463,-1.049,,,
25,180.14,7.496,50,180,-9,949898,-0.018,-7.404,-1.173,,,
26,180.15,7.496,52,180,-10,949898,-0.018,-7.382,-1.302,,,
27,180.15,7.524,50,180,-11,949898,-0.019,-7.386,-1.436,,,
28,180.16,7.508,255,180,-12,949898,-0.019,-7.344,-1.561,,,
29,180.17,7.5,1,180,-13,949898,-0.02,-7.308,-1.687,,,
30,0,0,0,180,0,949898,0,0,0,,,
31,0,0,0,180,0,949898,0,0,0,,,
32,0,0,0,180,0,949898,0,0,0,,,
1,0,0,0,180,0,949898,0,0,0,,,
2,0,0,0,180,0,949898,0,0,0,,,
3,0,0,0,180,0,949898,0,0,0,,,
4,0,0,0,180,0,949898,0,0,0,,,
5,0,0,0,180,0,949898,0,0,0,,,
6,0,0,0,180,0,949898,0,0,0,,,
18,0,0,0,180,0,949898,0,0,0,,,
21,180.12,8.188,5,180,-5,949898,-0.017,-8.157,-0.714,,,
22,180.13,7.836,8,180,-6,949898,-0.016,-7.793,-0.819,,,
23,0,0,0,180,0,949898,0,0,0,,,
24,180.14,7.536,1,180,-8,949898,-0.017,-7.463,-1.049,,,
25,180.14,7.496,50,180,-9,949898,-0.018,-7.404,-1.173,,,
26,180.15,7.496,52,180,-10,949898,-0.018,-7.382,-1.302,,,
27,180.15,7.524,50,180,-11,949898,-0.019,-7.386,-1.436,,,
28,180.16,7.508,255,180,-12,949898,-0.019,-7.344,-1.561,,,
29,180.17,3.864,1,180,-13,949898,-0.011,-3.765,-0.869,,,
30,0,0,0,180,0,949898,0,0,0,,,
31,0,0,0,180,0,949898,0,0,0,,,
32,0,0,0,180,0,949898,0,0,0,,,
1,0,0,0,180.18,0,949898,0,0,0,,,
2,0,0,0,180.18,0,949898,0,0,0,,,
3,0,0,0,180.18,0,949898,0,0,0,,,
4,0,0,0,180.18,0,949898,0,0,0,,,
5,0,0,0,180.18,0,949898,0,0,0,,,
6,0,0,0,180.18,0,949898,0,0,0,,,
18,0,0,0,180.18,0,949898,0,0,0,,,
21,180.3,8.188,5,180.18,-5,949898,-0.043,-8.157,-0.714,,,
22,180.31,7.848,5,180.18,-6,949898,-0.041,-7.805,-0.82,,,
23,0,0,0,180.18,0,949898,0,0,0,,,
24,180.32,7.544,0,180.18,-8,949898,-0.04,-7.47,-1.05,,,
25,180.32,7.508,49,180.18,-9,949898,-0.041,-7.415,-1.175,,,
26,180.33,7.504,51,180.18,-10,949898,-0.041,-7.39,-1.303,,,
27,180.33,7.532,50,180.18,-11,949898,-0.043,-7.393,-1.437,,,
28,180.34,7.508,255,180.18,-12,949898,-0.042,-7.344,-1.561,,,
29,180.35,7.512,0,180.18,-13,949898,-0.043,-7.319,-1.69,,,
31,0,0,0,180.18,0,949898,0,0,0,,,
32,0,0,0,180.18,0,949898,0,0,0,,,
1,0,0,0,180.18,0,949898,0,0,0,,,
2,0,0,0,180.18,0,949898,0,0,0,,,
3,0,0,0,180.18,0,949898,0,0,0,,,
4,0,0,0,180.18,0,949898,0,0,0,,,
5,0,0,0,180.18,0,949898,0,0,0,,,
6,0,0,0,180.18,0,949898,0,0,0,,,
18,0,0,0,180.18,0,949898,0,0,0,,,
21,180.3,8.188,5,180.18,-5,949898,-0.043,-8.157,-0.714,,,
22,180.31,7.848,5,180.18,-6,949898,-0.041,-7.805,-0.82,,,
23,0,0,0,180.18,0,949898,0,0,0,,,
24,180.32,7.544,0,180.18,-8,949898,-0.04,-7.47,-1.05,,,
25,180.32,7.508,49,180.18,-9,949898,-0.041,-7.415,-1.175,,,
26,180.33,7.504,51,180.18,-10,949898,-0.041,-7.39,-1.303,,,
27,180.33,7.532,50,180.18,-11,949898,-0.043,-7.393,-1.437,,,
28,180.34,7.508,255,180.18,-12,949898,-0.042,-7.344,-1.561,,,
29,180.35,3.848,1,180.18,-13,949898,-0.022,-3.749,-0.866,,,
31,0,0,0,180.18,0,949898,0,0,0,,,
32,0,0,0,180.18,0,949898,0,0,0,,,
1,0,0,0,180.36,0,949898,0,0,0,,,
2,0,0,0,180.36,0,949898,0,0,0,,,
3,0,0,0,180.36,0,949898,0,0,0,,,
4,0,0,0,180.36,0,949898,0,0,0,,,
5,0,0,0,180.36,0,949898,0,0,0,,,
6,0,0,0,180.36,0,949898,0,0,0,,,
18,0,0,0,180.36,0,949898,0,0,0,,,
21,180.48,8.196,5,180.36,-5,949898,-0.068,-8.165,-0.714,,,
22,180.49,7.86,3,180.36,-6,949898,-0.065,-7.817,-0.822,,,
23,0,0,0,180.36,0,949898,0,0,0,,,
24,180.5,7.572,0,180.36,-8,949898,-0.064,-7.498,-1.054,,,
25,180.5,7.508,48,180.36,-9,949898,-0.065,-7.415,-1.175,,,
26,180.51,7.508,50,180.36,-10,949898,-0.065,-7.394,-1.304,,,
27,180.51,7.536,50,180.36,-11,949898,-0.066,-7.397,-1.438,,,
28,180.52,7.52,255,180.36,-12,949898,-0.065,-7.355,-1.563,,,
29,180.53,7.528,0,180.36,-13,949898,-0.067,-7.335,-1.693,,,
31,0,0,0,180.36,0,949898,0,0,0,,,
32,0,0,0,180.36,0,949898,0,0,0,,,
1,0,0,0,180.36,0,949898,0,0,0,,,
2,0,0,0,180.36,0,949898,0,0,0,,,
3,0,0,0,180.36,0,949898,0,0,0,,,
4,0,0,0,180.36,0,949898,0,0,0,,,
5,0,0,0,180.36,0,949898,0,0,0,,,
6,0,0,0,180.36,0,949898,0,0,0,,,
18,0,0,0,180.36,0,949898,0,0,0,,,
21,180.48,8.196,5,180.36,-5,949898,-0.068,-8.165,-0.714,,,
22,180.49,7.86,3,180.36,-6,949898,-0.065,-7.817,-0.822,,,
23,0,0,0,180.36,0,949898,0,0,0,,,
24,180.5,7.572,0,180.36,-8,949898,-0.064,-7.498,-1.054,,,
